RegionID,Hospital,State,Local Hospital Network (LHN),Time period,Year,Category,Number of patient admissions
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2016–17,2017,Surgical (emergency),709
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2011–12,2012,Surgical (non-emergency),3523
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2012–13,2013,Surgical (non-emergency),3653
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2013–14,2014,Surgical (non-emergency),3913
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2014–15,2015,Surgical (non-emergency),4031
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2015–16,2016,Surgical (non-emergency),3946
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2016–17,2017,Surgical (non-emergency),3751
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2011–12,2012,Total,19771
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2012–13,2013,Total,19634
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2013–14,2014,Total,19942
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2014–15,2015,Total,19188
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2015–16,2016,Total,20421
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,2016–17,2017,Total,20682
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Childbirth,3043
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Childbirth,3044
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Childbirth,3123
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Childbirth,2954
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Childbirth,3194
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Childbirth,3222
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Medical (emergency),10763
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Medical (emergency),12154
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Medical (emergency),16145
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Medical (emergency),16040
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Medical (emergency),18417
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Medical (emergency),21389
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Medical (non-emergency),4870
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Medical (non-emergency),5128
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Medical (non-emergency),5065
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Medical (non-emergency),4968
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Medical (non-emergency),5156
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Medical (non-emergency),6547
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Other acute (emergency),915
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Other acute (emergency),975
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Other acute (emergency),892
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Other acute (emergency),1001
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Other acute (emergency),912
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Other acute (emergency),998
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Other acute (non-emergency),1423
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Other acute (non-emergency),1563
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Other acute (non-emergency),1641
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Other acute (non-emergency),1706
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Other acute (non-emergency),1666
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Other acute (non-emergency),1728
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Other subacute and non-acute,91
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Other subacute and non-acute,105
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Other subacute and non-acute,113
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Other subacute and non-acute,63
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Other subacute and non-acute,72
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Other subacute and non-acute,107
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Palliative,7
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Palliative,12
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Palliative,19
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Palliative,9
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Palliative,5
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Palliative,147
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Rehabilitation,127
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Rehabilitation,138
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Rehabilitation,143
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Rehabilitation,124
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Rehabilitation,91
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Rehabilitation,112
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Specialist mental health,726
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Specialist mental health,931
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Specialist mental health,913
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Specialist mental health,1017
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Specialist mental health,1398
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Specialist mental health,1396
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Surgical (emergency),1979
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Surgical (emergency),2120
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Surgical (emergency),2197
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Surgical (emergency),2240
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Surgical (emergency),2385
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Surgical (emergency),2507
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Surgical (non-emergency),3357
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Surgical (non-emergency),3411
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Surgical (non-emergency),3445
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Surgical (non-emergency),3393
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Surgical (non-emergency),3234
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Surgical (non-emergency),3144
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2011–12,2012,Total,27301
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2012–13,2013,Total,29581
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2013–14,2014,Total,33696
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2014–15,2015,Total,33515
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2015–16,2016,Total,36530
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,2016–17,2017,Total,41297
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Childbirth,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Childbirth,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Childbirth,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Childbirth,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Childbirth,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Childbirth,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Medical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Medical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Medical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Medical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Medical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Medical (emergency),3
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Medical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Medical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Medical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Medical (non-emergency),3
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Medical (non-emergency),3
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Medical (non-emergency),3
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Other acute (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Other acute (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Other acute (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Other acute (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Other acute (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Other acute (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Other acute (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Other acute (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Other acute (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Other acute (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Other acute (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Other acute (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Other subacute and non-acute,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Other subacute and non-acute,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Other subacute and non-acute,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Other subacute and non-acute,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Other subacute and non-acute,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Other subacute and non-acute,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Palliative,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Palliative,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Palliative,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Palliative,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Palliative,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Palliative,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Rehabilitation,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Rehabilitation,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Rehabilitation,3
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Rehabilitation,0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Rehabilitation,3
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Rehabilitation,6
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Specialist mental health,1851
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Specialist mental health,1874
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Specialist mental health,1890
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Specialist mental health,1949
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Specialist mental health,1922
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Specialist mental health,2121
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Surgical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Surgical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Surgical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Surgical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Surgical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Surgical (emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Surgical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Surgical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Surgical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Surgical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Surgical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Surgical (non-emergency),0
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2011–12,2012,Total,1851
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2012–13,2013,Total,1874
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2013–14,2014,Total,1890
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2014–15,2015,Total,1949
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2015–16,2016,Total,1922
Parramatta 12504,Cumberland Hospital,NSW,Western Sydney,2016–17,2017,Total,2127
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Childbirth,0
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Childbirth,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Childbirth,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Childbirth,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Childbirth,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Childbirth,0
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Medical (emergency),8618
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Medical (emergency),9702
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Medical (emergency),11337
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Medical (emergency),9685
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Medical (emergency),9396
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Medical (emergency),9305
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Medical (non-emergency),968
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Medical (non-emergency),815
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Medical (non-emergency),789
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Medical (non-emergency),742
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Medical (non-emergency),914
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Medical (non-emergency),691
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Other acute (emergency),8
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Other acute (emergency),30
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Other acute (emergency),85
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Other acute (emergency),80
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Other acute (emergency),76
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Other acute (emergency),66
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Other acute (non-emergency),641
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Other acute (non-emergency),703
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Other acute (non-emergency),737
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Other acute (non-emergency),861
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Other acute (non-emergency),889
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Other acute (non-emergency),1026
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Other subacute and non-acute,34
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Other subacute and non-acute,23
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Other subacute and non-acute,25
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Other subacute and non-acute,155
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Other subacute and non-acute,237
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Other subacute and non-acute,235
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Palliative,494
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Palliative,570
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Palliative,532
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Palliative,510
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Palliative,523
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Palliative,434
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Rehabilitation,343
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Rehabilitation,365
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Rehabilitation,406
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Rehabilitation,464
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Rehabilitation,487
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Rehabilitation,458
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Specialist mental health,60
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Specialist mental health,35
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Specialist mental health,67
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Specialist mental health,65
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Specialist mental health,67
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Specialist mental health,56
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Surgical (emergency),15
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Surgical (emergency),16
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Surgical (emergency),18
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Surgical (emergency),15
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Surgical (emergency),16
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Surgical (emergency),11
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Surgical (non-emergency),2120
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Surgical (non-emergency),2267
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Surgical (non-emergency),2199
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Surgical (non-emergency),2268
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Surgical (non-emergency),2299
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Surgical (non-emergency),2314
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2011–12,2012,Total,13301
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2012–13,2013,Total,14526
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2013–14,2014,Total,16195
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2014–15,2015,Total,14845
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2015–16,2016,Total,14904
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,2016–17,2017,Total,14596
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Childbirth,5178
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Childbirth,5258
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Childbirth,5319
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Childbirth,5488
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Childbirth,5483
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Childbirth,5637
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Medical (emergency),23541
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Medical (emergency),24658
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Medical (emergency),28806
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Medical (emergency),30126
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Medical (emergency),31784
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Medical (emergency),32597
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Medical (non-emergency),39671
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Medical (non-emergency),41802
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Medical (non-emergency),44577
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Medical (non-emergency),44762
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Medical (non-emergency),45487
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Medical (non-emergency),45715
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Other acute (emergency),1472
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Other acute (emergency),1317
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Other acute (emergency),1575
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Other acute (emergency),1704
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Other acute (emergency),1740
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Other acute (emergency),1696
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Other acute (non-emergency),3379
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Other acute (non-emergency),3603
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Other acute (non-emergency),3889
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Other acute (non-emergency),3939
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Other acute (non-emergency),3655
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Other acute (non-emergency),3433
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Other subacute and non-acute,203
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Other subacute and non-acute,326
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Other subacute and non-acute,309
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Other subacute and non-acute,356
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Other subacute and non-acute,224
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Other subacute and non-acute,231
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Palliative,602
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Palliative,594
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Palliative,400
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Palliative,486
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Palliative,551
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Palliative,492
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Rehabilitation,1385
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Rehabilitation,1682
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Rehabilitation,1871
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Rehabilitation,1721
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Rehabilitation,1966
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Rehabilitation,1817
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Specialist mental health,3205
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2012–13,2013,Specialist mental health,3090
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2013–14,2014,Specialist mental health,2830
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2014–15,2015,Specialist mental health,1685
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2015–16,2016,Specialist mental health,1357
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2016–17,2017,Specialist mental health,1339
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,2011–12,2012,Surgical (emergency),4532
