RegionID,Hospital,State,Local Hospital Network (LHN),Peer group,Time period,Year,Category,Total number of stays,Number of overnight stays,Percentage of overnight stays,Average length of stay (days),Total overnight patient bed days
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Appendix removal,65,65,100%,2.00,132
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Gallbladder removal,195,191,98%,1.70,332
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Gallbladder removal,182,181,99%,1.60,294
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Gallbladder removal,173,172,99%,1.80,307
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Gallbladder removal,184,183,99%,2.00,365
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Gallbladder removal,199,198,99%,1.80,358
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Gallbladder removal,164,160,98%,1.70,277
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Gynaecological reconstructive procedures,11,11,100%,NA,32
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Gynaecological reconstructive procedures,19,18,95%,NA,44
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Gynaecological reconstructive procedures,22,20,91%,NA,55
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Gynaecological reconstructive procedures,15,14,93%,NA,31
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Gynaecological reconstructive procedures,24,23,96%,NA,61
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Gynaecological reconstructive procedures,15,15,100%,NA,34
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Hysterectomy,25,25,100%,NA,87
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Hysterectomy,22,22,100%,NA,81
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Hysterectomy,23,23,100%,NA,87
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Hysterectomy,23,23,100%,NA,79
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Hysterectomy,28,28,100%,NA,91
Parramatta 12504,Auburn Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Hysterectomy,18,18,100%,NA,53
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Vaginal delivery,"1,524","1,492",98%,2.60,"3,818"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Vaginal delivery,"1,593","1,543",97%,2.30,"3,605"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Vaginal delivery,"1,535","1,489",97%,2.20,"3,280"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Vaginal delivery,"1,364","1,303",96%,2.20,"2,838"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Vaginal delivery,"1,583","1,508",95%,2.10,"3,135"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Vaginal delivery,"1,587","1,515",95%,2.20,"3,273"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Caesarean delivery,701,701,100%,3.70,"2,561"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Caesarean delivery,660,659,100%,3.40,"2,212"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Caesarean delivery,704,704,100%,3.30,"2,340"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Caesarean delivery,714,714,100%,3.20,"2,320"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Caesarean delivery,648,648,100%,3.10,"1,980"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Caesarean delivery,687,687,100%,3.00,"2,049"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Cellulitis,373,347,93%,2.60,905
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Cellulitis,420,382,91%,2.60,993
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Cellulitis,466,403,86%,2.70,"1,095"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Cellulitis,432,371,86%,2.50,943
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Cellulitis,439,350,80%,2.10,747
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Cellulitis,612,519,85%,2.50,"1,277"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),374,371,99%,5.00,"1,865"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),347,331,95%,4.70,"1,547"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),330,313,95%,4.50,"1,397"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),288,263,91%,3.90,"1,019"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),263,238,90%,3.80,899
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),368,320,87%,4.20,"1,339"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),248,247,100%,8.10,"1,997"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),352,352,100%,7.30,"2,578"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),357,356,100%,7.00,"2,494"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),422,419,99%,6.80,"2,863"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),430,428,100%,7.00,"2,994"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),398,398,100%,7.40,"2,947"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Heart failure (without complications),143,141,99%,6.20,879
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Heart failure (without complications),176,169,96%,5.10,868
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Heart failure (without complications),163,155,95%,5.30,829
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Heart failure (without complications),183,169,92%,4.50,759
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Heart failure (without complications),160,145,91%,4.90,708
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Heart failure (without complications),220,211,96%,5.00,"1,050"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Heart failure (with complications),81,81,100%,12.50,"1,016"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Heart failure (with complications),105,104,99%,10.40,"1,085"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Heart failure (with complications),135,134,99%,11.50,"1,546"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Heart failure (with complications),172,171,99%,10.20,"1,743"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Heart failure (with complications),164,163,99%,9.60,"1,557"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Heart failure (with complications),223,221,99%,9.60,"2,121"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),207,201,97%,3.80,761
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),193,172,89%,3.80,647
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),249,176,71%,3.00,535
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),240,181,75%,3.20,576
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),238,170,71%,2.70,455
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),305,235,77%,2.80,647
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),148,146,99%,9.50,"1,387"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),180,177,98%,8.90,"1,576"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),197,193,98%,9.20,"1,781"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),200,199,100%,7.90,"1,564"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),206,201,98%,7.10,"1,426"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),188,186,99%,6.80,"1,263"
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Appendix removal,223,222,100%,2.40,525
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Appendix removal,232,231,100%,2.30,521
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Appendix removal,264,264,100%,2.10,544
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Appendix removal,244,244,100%,2.00,499
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Appendix removal,154,154,100%,2.00,309
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Appendix removal,208,207,100%,2.20,465
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Gallbladder removal,308,304,99%,2.10,644
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Gallbladder removal,300,300,100%,2.00,611
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Gallbladder removal,333,328,98%,2.30,752
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Gallbladder removal,323,321,99%,2.20,701
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Gallbladder removal,338,333,99%,2.10,704
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Gallbladder removal,337,336,100%,2.70,892
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Gynaecological reconstructive procedures,36,36,100%,NA,84
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Gynaecological reconstructive procedures,44,44,100%,NA,96
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Gynaecological reconstructive procedures,50,50,100%,2.50,124
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Gynaecological reconstructive procedures,33,33,100%,NA,91
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Gynaecological reconstructive procedures,39,38,97%,NA,95
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Gynaecological reconstructive procedures,50,50,100%,1.90,97
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Hysterectomy,118,117,99%,3.00,350
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Hysterectomy,132,131,99%,3.20,424
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Hysterectomy,131,131,100%,2.90,379
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Hysterectomy,122,122,100%,2.90,355
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Hysterectomy,133,133,100%,2.70,357
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Hysterectomy,131,131,100%,2.90,374
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Knee replacement,52,52,100%,5.60,290
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Knee replacement,68,67,99%,6.50,433
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Knee replacement,59,59,100%,5.90,347
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Knee replacement,49,49,100%,NA,308
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Knee replacement,42,42,100%,NA,267
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Knee replacement,52,52,100%,6.10,317
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Hip replacement,69,69,100%,8.20,569
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Hip replacement,67,67,100%,7.80,522
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Hip replacement,69,69,100%,7.70,529
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Hip replacement,62,62,100%,7.60,470
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Hip replacement,44,44,100%,NA,283
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Hip replacement,49,49,100%,NA,334
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2011–12,2012,Prostate removal,77,77,100%,2.20,169
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2012–13,2013,Prostate removal,56,56,100%,2.90,164
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2013–14,2014,Prostate removal,51,51,100%,2.60,132
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2014–15,2015,Prostate removal,44,44,100%,NA,99
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2015–16,2016,Prostate removal,34,34,100%,NA,63
Parramatta 12504,Blacktown Hospital,NSW,Western Sydney,Large hospitals,2016–17,2017,Prostate removal,53,53,100%,2.20,116
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Cellulitis,100,93,93%,2.20,204
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Cellulitis,124,112,90%,2.30,261
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Cellulitis,196,144,73%,2.60,380
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Cellulitis,170,135,79%,2.40,326
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Cellulitis,179,140,78%,2.30,323
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Cellulitis,167,139,83%,2.30,317
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (without complications),43,41,95%,NA,84
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (without complications),52,47,90%,NA,73
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (without complications),63,41,65%,NA,82
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (without complications),69,54,78%,1.60,87
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (without complications),56,43,77%,NA,74
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (without complications),44,25,57%,NA,29
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Chronic Obstructive Pulmonary Disease (with complications),5,5,NA,NA,44
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Chronic Obstructive Pulmonary Disease (with complications),5,5,NA,NA,25
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,8
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Chronic Obstructive Pulmonary Disease (with complications),7,7,NA,NA,44
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,7
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Chronic Obstructive Pulmonary Disease (with complications),3,3,NA,NA,14
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Heart failure (without complications),125,120,96%,5.40,644
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Heart failure (without complications),101,100,99%,4.80,476
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Heart failure (without complications),83,73,88%,4.70,346
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Heart failure (without complications),16,14,88%,NA,45
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Heart failure (without complications),14,10,71%,NA,24
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Heart failure (without complications),15,12,80%,NA,28
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Heart failure (with complications),16,16,100%,NA,140
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Heart failure (with complications),22,22,100%,NA,271
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Heart failure (with complications),8,8,NA,NA,52
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Heart failure (with complications),6,5,NA,NA,16
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Heart failure (with complications),6,6,NA,NA,30
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Heart failure (with complications),5,5,NA,NA,23
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Kidney and urinary tract infections (without complications),118,112,95%,2.40,266
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Kidney and urinary tract infections (without complications),122,119,98%,2.10,253
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Kidney and urinary tract infections (without complications),186,145,78%,2.20,313
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Kidney and urinary tract infections (without complications),188,150,80%,2.20,336
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Kidney and urinary tract infections (without complications),155,123,79%,2.00,246
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Kidney and urinary tract infections (without complications),172,130,76%,2.20,281
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Kidney and urinary tract infections (with complications),3,3,NA,NA,24
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Kidney and urinary tract infections (with complications),3,3,NA,NA,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Kidney and urinary tract infections (with complications),6,6,NA,NA,20
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Kidney and urinary tract infections (with complications),14,13,93%,NA,69
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Kidney and urinary tract infections (with complications),21,19,90%,NA,68
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Kidney and urinary tract infections (with complications),15,14,93%,NA,72
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Appendix removal,3,3,NA,NA,6
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Appendix removal,3,3,NA,NA,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Appendix removal,3,3,NA,NA,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Appendix removal,5,5,NA,NA,6
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Appendix removal,3,3,NA,NA,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Appendix removal,3,3,NA,NA,3
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Gallbladder removal,191,191,100%,1.20,220
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Gallbladder removal,187,186,99%,1.10,213
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Gallbladder removal,228,217,95%,1.20,261
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Gallbladder removal,195,193,99%,1.10,217
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Gallbladder removal,166,161,97%,1.20,190
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Gallbladder removal,175,161,92%,1.10,171
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Gynaecological reconstructive procedures,3,3,NA,NA,12
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Knee replacement,120,120,100%,5.50,664
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Knee replacement,149,149,100%,5.60,840
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Knee replacement,137,137,100%,5.30,732
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Knee replacement,139,139,100%,6.00,833
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Knee replacement,140,139,99%,5.50,761
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Knee replacement,126,125,99%,5.60,696
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2011–12,2012,Hip replacement,59,59,100%,6.20,367
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2012–13,2013,Hip replacement,70,70,100%,5.40,380
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2013–14,2014,Hip replacement,71,71,100%,5.20,372
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2014–15,2015,Hip replacement,68,68,100%,5.60,384
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2015–16,2016,Hip replacement,82,82,100%,5.10,417
Parramatta 12504,Mount Druitt Hospital,NSW,Western Sydney,Medium hospitals,2016–17,2017,Hip replacement,55,55,100%,5.90,326
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Vaginal delivery,"2,560","2,439",95%,2.20,"5,382"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Vaginal delivery,"2,614","2,501",96%,2.10,"5,366"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Vaginal delivery,"2,489","2,365",95%,2.00,"4,624"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Vaginal delivery,"2,591","2,466",95%,2.00,"4,921"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Vaginal delivery,"2,660","2,562",96%,2.00,"5,159"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2016–17,2017,Vaginal delivery,"2,691","2,523",94%,2.00,"5,163"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2011–12,2012,Caesarean delivery,"1,121","1,120",100%,3.20,"3,596"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2012–13,2013,Caesarean delivery,"1,096","1,096",100%,3.20,"3,467"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2013–14,2014,Caesarean delivery,"1,089","1,089",100%,2.90,"3,145"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2014–15,2015,Caesarean delivery,"1,013","1,012",100%,2.90,"2,928"
Parramatta 12504,Westmead Hospital,NSW,Western Sydney,Major hospitals,2015–16,2016,Caesarean delivery,"1,087","1,087",100%,2.90,"3,178"
